EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator
-207.424,-420.481,-93.251,-267.059,-268.400,-19.580,-229.150,-46.581,0.040,0.978,0.227,4.913,0.732,0.061,26.667,18.000,1.000
-229.597,-286.907,-137.240,-208.050,-196.248,-127.316,-210.017,-164.241,0.039,0.979,0.225,4.974,0.946,0.061,26.667,19.000,1.000
-209.302,-239.968,-193.298,-175.327,-186.771,-181.049,-201.255,-189.990,0.035,0.978,0.224,5.005,1.007,0.031,26.667,20.000,1.000
-186.592,-231.653,-187.844,-165.045,-177.652,-176.489,-194.371,-185.698,0.031,0.978,0.222,5.005,1.007,-0.092,26.667,21.000,1.000
-179.529,-225.931,-182.748,-159.323,-172.287,-171.751,-188.738,-179.887,0.030,0.974,0.223,4.852,0.946,-0.122,26.667,22.000,1.000
-175.059,-220.031,-178.367,-154.585,-167.638,-167.549,-184.268,-174.522,0.032,0.976,0.218,4.944,0.824,-0.305,26.667,23.000,1.000
-171.125,-214.756,-174.254,-150.383,-163.972,-163.883,-180.244,-170.499,0.033,0.973,0.218,4.913,0.641,-0.305,26.667,24.000,1.000
-167.906,-210.106,-170.678,-146.717,-160.486,-160.396,-176.668,-166.833,0.032,0.975,0.218,4.883,0.641,-0.305,26.667,25.000,1.000
-164.151,-205.725,-167.370,-143.141,-157.267,-157.088,-173.181,-163.704,0.031,0.975,0.218,4.822,0.519,-0.366,26.667,26.000,1.000
-161.290,-201.702,-164.062,-140.280,-154.227,-153.869,-170.141,-160.217,0.033,0.979,0.215,4.822,0.458,-0.519,26.667,27.000,1.000
-158.876,-198.036,-161.469,-136.971,-151.455,-151.008,-167.280,-157.446,0.032,0.980,0.213,4.761,0.305,-0.610,26.667,28.000,1.000
-155.926,-194.371,-159.055,-134.200,-148.952,-148.505,-164.241,-155.211,0.030,0.982,0.215,4.578,0.122,-0.610,26.667,29.000,1.000
-152.797,-191.063,-156.283,-132.233,-146.627,-145.912,-161.737,-152.439,0.029,0.983,0.219,4.364,-0.031,-0.702,26.667,30.000,1.000
-150.561,-188.023,-154.048,-130.355,-144.303,-143.766,-159.770,-149.846,0.030,0.985,0.217,3.967,-0.183,-0.793,26.667,31.000,1.000
-148.326,-185.341,-151.724,-128.299,-142.068,-141.621,-157.267,-147.700,0.028,0.986,0.212,3.693,-0.458,-0.916,26.667,32.000,1.000
-146.538,-182.658,-149.667,-126.690,-140.011,-139.475,-155.032,-145.823,0.031,0.985,0.214,3.265,-0.671,-0.885,26.667,33.000,1.000
-144.571,-180.066,-147.700,-124.812,-138.223,-137.955,-153.154,-143.588,0.033,0.986,0.214,2.869,-0.824,-0.885,26.667,34.000,1.000
-142.962,-177.652,-145.912,-123.382,-136.346,-136.077,-151.008,-141.621,0.036,0.985,0.210,2.655,-0.854,-0.732,26.667,35.000,1.000
-141.352,-175.327,-144.213,-121.951,-134.647,-134.379,-149.220,-139.922,0.035,0.984,0.211,2.533,-0.916,-0.610,26.667,36.000,1.000
-139.743,-173.003,-142.694,-120.878,-133.127,-133.216,-147.253,-138.313,0.037,0.985,0.211,2.350,-0.977,-0.519,26.667,37.000,1.000
-138.134,-170.946,-141.263,-119.269,-131.965,-131.786,-145.733,-136.524,0.035,0.989,0.214,2.075,-0.946,-0.427,26.667,38.000,1.000
-136.614,-169.337,-139.743,-118.464,-130.802,-130.445,-144.303,-135.094,0.032,0.994,0.215,1.709,-0.977,-0.366,26.667,39.000,1.000
-135.183,-167.370,-138.313,-117.302,-129.551,-129.104,-142.962,-133.932,0.030,0.993,0.217,1.282,-1.068,-0.305,26.667,40.000,1.000
-134.200,-165.761,-137.240,-116.587,-128.210,-127.763,-141.621,-132.680,0.031,0.988,0.215,0.916,-1.251,-0.336,26.667,41.000,1.000
-132.948,-164.241,-135.809,-115.782,-127.047,-126.690,-140.458,-131.518,0.029,0.986,0.215,0.519,-1.434,-0.458,26.667,42.000,1.000
-131.875,-162.810,-134.736,-115.156,-126.153,-125.617,-139.296,-130.177,0.029,0.987,0.216,0.397,-1.709,-0.458,26.667,43.000,1.000
-130.266,-161.380,-133.663,-114.530,-124.991,-124.633,-138.134,-129.283,0.028,0.990,0.217,0.275,-1.770,-0.427,26.667,44.000,1.000
-129.461,-160.217,-132.680,-113.904,-123.918,-123.560,-136.971,-128.120,0.027,0.993,0.217,0.244,-1.984,-0.549,26.667,45.000,1.000
-128.388,-159.055,-131.786,-113.100,-122.666,-122.398,-136.077,-127.226,0.026,0.995,0.218,0.031,-2.167,-0.549,26.667,46.000,1.000
-127.316,-157.893,-130.713,-112.563,-122.041,-121.415,-134.915,-126.243,0.026,0.994,0.218,-0.336,-2.319,-0.549,26.667,47.000,1.000
-126.869,-156.999,-129.551,-112.295,-121.504,-120.878,-133.842,-125.259,0.025,0.992,0.219,-0.702,-2.533,-0.519,26.667,48.000,1.000
-126.064,-155.568,-129.104,-111.938,-120.610,-120.431,-133.038,-124.633,0.028,0.990,0.216,-0.885,-2.625,-0.610,26.667,49.000,1.000
-125.259,-154.585,-128.478,-111.669,-119.984,-119.358,-132.322,-123.918,0.031,0.988,0.223,-1.129,-2.808,-0.610,26.667,50.000,1.000
-124.365,-153.780,-127.494,-110.954,-119.001,-118.822,-131.786,-122.935,0.032,0.987,0.224,-1.160,-2.838,-0.610,26.667,51.000,1.000
-123.739,-152.618,-126.600,-110.596,-118.107,-118.107,-130.981,-122.577,0.033,0.985,0.226,-1.190,-2.899,-0.671,26.667,52.000,1.000
-123.024,-151.634,-125.885,-110.328,-117.570,-117.391,-130.087,-121.772,0.032,0.987,0.227,-1.221,-2.960,-0.671,26.667,53.000,1.000
-122.219,-150.830,-125.170,-110.149,-117.302,-116.855,-129.461,-121.236,0.031,0.988,0.226,-1.343,-2.960,-0.732,26.667,54.000,1.000
-121.862,-150.204,-124.902,-109.792,-116.587,-116.229,-128.925,-120.431,0.029,0.992,0.222,-1.251,-2.869,-0.793,26.667,55.000,1.000
-121.236,-149.488,-124.276,-109.702,-115.871,-115.514,-128.388,-119.805,0.028,0.997,0.224,-1.373,-2.869,-0.885,26.667,56.000,1.000
-120.789,-148.773,-123.650,-109.434,-115.603,-115.067,-127.494,-119.537,0.028,0.999,0.222,-1.495,-3.052,-0.824,26.667,57.000,1.000
-120.342,-148.058,-123.024,-108.987,-114.799,-114.620,-126.869,-118.822,0.027,1.002,0.224,-1.648,-3.174,-0.916,26.667,58.000,1.000
-119.716,-147.343,-122.577,-108.808,-114.441,-114.083,-126.600,-118.196,0.025,1.004,0.224,-1.801,-3.204,-0.946,26.667,59.000,1.000
-119.001,-146.717,-122.130,-108.808,-113.904,-113.636,-126.153,-117.838,0.023,1.002,0.224,-1.984,-3.265,-1.221,26.667,60.000,1.000
-118.822,-146.359,-121.683,-108.540,-113.547,-113.279,-125.527,-117.302,0.024,1.001,0.224,-2.045,-3.296,-1.282,26.667,61.000,1.000
-118.375,-145.823,-121.146,-108.093,-113.189,-112.832,-125.080,-117.034,0.026,0.999,0.223,-2.136,-3.326,-1.404,26.667,62.000,1.000
-117.660,-145.197,-120.699,-107.825,-112.832,-112.474,-124.812,-116.766,0.027,0.999,0.223,-2.289,-3.540,-1.526,26.667,63.000,1.000
-117.302,-144.839,-120.342,-107.557,-112.563,-112.206,-124.365,-116.318,0.028,0.998,0.224,-2.380,-3.540,-1.678,26.667,64.000,1.000
-116.855,-144.482,-120.074,-107.825,-112.116,-111.669,-124.007,-115.782,0.029,0.998,0.228,-2.350,-3.479,-1.740,26.667,65.000,1.000
-116.587,-143.677,-119.537,-107.557,-111.848,-111.580,-123.560,-115.424,0.028,1.000,0.226,-2.411,-3.387,-1.892,26.667,66.000,1.000
-116.497,-143.230,-119.448,-107.199,-111.401,-111.222,-123.024,-115.067,0.028,1.001,0.228,-2.350,-3.265,-2.075,26.667,67.000,1.000
-116.140,-142.783,-119.090,-107.020,-111.043,-110.865,-122.666,-114.799,0.029,1.002,0.228,-2.563,-3.235,-2.258,26.667,68.000,1.000
-115.961,-142.515,-118.643,-106.931,-110.775,-110.507,-122.398,-114.352,0.030,1.000,0.228,-2.563,-3.174,-2.472,26.667,69.000,1.000
-115.514,-141.978,-118.196,-106.752,-110.596,-110.239,-121.951,-113.904,0.028,0.995,0.229,-2.808,-3.082,-2.594,26.667,70.000,1.000
-115.246,-141.621,-118.107,-106.663,-110.149,-109.881,-121.862,-113.904,0.027,0.993,0.231,-3.143,-3.052,-2.747,26.667,71.000,1.000
-114.977,-141.174,-117.749,-106.752,-109.971,-109.613,-121.683,-113.726,0.028,0.988,0.232,-3.143,-2.960,-2.869,26.667,72.000,1.000
-114.799,-141.174,-117.302,-106.573,-109.702,-109.434,-121.236,-113.368,0.027,0.982,0.231,-3.082,-2.716,-3.052,26.667,73.000,1.000
-114.441,-140.637,-117.213,-106.573,-109.524,-109.255,-120.878,-113.010,0.028,0.979,0.230,-2.960,-2.594,-3.204,26.667,74.000,1.000
-114.262,-140.280,-117.213,-106.394,-109.255,-109.166,-120.610,-112.653,0.030,0.978,0.229,-2.686,-2.350,-3.265,26.667,75.000,1.000
-114.173,-140.011,-116.766,-106.215,-108.898,-108.808,-120.431,-112.563,0.029,0.978,0.231,-2.289,-2.136,-3.265,26.667,76.000,1.000
-113.815,-139.654,-116.676,-105.947,-108.629,-108.719,-120.252,-112.206,0.030,0.979,0.231,-1.831,-1.892,-3.204,26.667,77.000,1.000
-113.457,-139.296,-116.587,-106.037,-108.451,-108.451,-120.074,-112.295,0.029,0.982,0.232,-1.587,-1.648,-3.204,26.667,78.000,1.000
-113.457,-139.117,-116.408,-105.768,-108.361,-108.361,-119.895,-112.027,0.029,0.981,0.232,-1.343,-1.465,-3.082,26.667,79.000,1.000
-113.189,-139.207,-116.140,-105.590,-108.272,-108.361,-119.537,-111.669,0.029,0.981,0.232,-1.007,-1.190,-2.991,26.667,80.000,1.000
-113.010,-138.760,-115.782,-105.590,-107.914,-108.182,-119.269,-111.491,0.028,0.980,0.229,-0.702,-1.099,-2.838,26.667,81.000,1.000
-112.921,-138.670,-115.961,-105.590,-107.825,-107.914,-118.911,-111.222,0.029,0.977,0.232,-0.427,-0.946,-2.594,26.667,82.000,1.000
-112.742,-138.491,-115.782,-105.500,-107.646,-107.467,-119.001,-111.222,0.030,0.975,0.233,-0.153,-0.732,-2.228,26.667,83.000,1.000
-112.563,-138.223,-115.424,-105.590,-107.467,-107.378,-118.911,-110.954,0.031,0.978,0.233,0.214,-0.366,-1.984,26.667,84.000,1.000
-112.563,-137.955,-114.977,-105.590,-107.467,-107.199,-118.554,-110.775,0.029,0.977,0.236,0.580,-0.061,-1.709,26.667,85.000,1.000
-112.116,-137.597,-114.709,-105.232,-107.467,-107.378,-118.196,-110.596,0.028,0.980,0.237,0.824,0.366,-1.434,26.667,86.000,1.000
-112.027,-137.419,-114.977,-105.411,-107.020,-107.288,-118.375,-110.775,0.026,0.984,0.233,0.977,0.610,-1.129,26.667,87.000,1.000
-111.848,-137.150,-114.799,-105.411,-107.020,-107.110,-118.554,-110.507,0.024,0.986,0.238,1.251,0.854,-0.885,26.667,88.000,1.000
-111.759,-137.061,-114.620,-105.232,-106.931,-106.752,-118.196,-110.239,0.020,0.988,0.236,1.434,0.977,-0.519,26.667,89.000,1.000
-111.938,-136.882,-114.530,-104.964,-106.663,-106.573,-118.017,-110.149,0.017,0.987,0.233,1.556,1.129,-0.397,26.667,90.000,1.000
-111.669,-136.882,-114.530,-104.964,-106.663,-106.573,-117.660,-110.060,0.015,0.986,0.232,1.678,1.282,-0.275,26.667,91.000,1.000
-111.222,-136.971,-114.083,-104.874,-106.752,-106.573,-117.660,-110.060,0.015,0.987,0.232,2.045,1.282,-0.031,26.667,92.000,1.000
-111.222,-136.882,-113.904,-104.964,-106.573,-106.394,-117.749,-109.613,0.014,0.987,0.232,2.289,1.373,0.122,26.667,93.000,1.000
-111.222,-136.703,-113.904,-104.874,-106.484,-106.305,-117.391,-109.702,0.013,0.989,0.235,2.563,1.434,0.397,26.667,94.000,1.000
-111.401,-136.435,-114.173,-104.874,-106.484,-106.126,-117.302,-109.613,0.010,0.992,0.233,2.594,1.282,0.641,26.667,95.000,1.000
-111.401,-136.435,-114.173,-104.874,-106.484,-106.126,-117.302,-109.613,0.010,0.992,0.233,2.594,1.282,0.641,26.667,96.000,0.000
-111.401,-136.435,-114.173,-104.874,-106.484,-106.126,-117.302,-109.613,0.010,0.992,0.233,2.594,1.282,0.641,26.667,97.000,0.000
-111.401,-136.435,-114.173,-104.874,-106.484,-106.126,-117.302,-109.613,0.010,0.992,0.233,2.594,1.282,0.641,26.667,98.000,0.000
-111.401,-136.435,-114.173,-104.874,-106.484,-106.126,-117.302,-109.613,0.010,0.992,0.233,2.594,1.282,0.641,26.667,99.000,0.000
-111.401,-136.435,-114.173,-104.874,-106.484,-106.126,-117.302,-109.613,0.010,0.992,0.233,2.594,1.282,0.641,26.667,100.000,0.000
-111.401,-136.435,-114.173,-104.874,-106.484,-106.126,-117.302,-109.613,0.010,0.992,0.233,2.594,1.282,0.641,26.667,101.000,0.000
-111.401,-136.435,-114.173,-104.874,-106.484,-106.126,-117.302,-109.613,0.010,0.992,0.233,2.594,1.282,0.641,26.667,102.000,0.000
-111.401,-136.435,-114.173,-104.874,-106.484,-106.126,-117.302,-109.613,0.010,0.992,0.233,2.594,1.282,0.641,26.667,103.000,0.000
-111.401,-136.435,-114.173,-104.874,-106.484,-106.126,-117.302,-109.613,0.010,0.992,0.233,2.594,1.282,0.641,26.667,104.000,0.000
-111.401,-136.435,-114.173,-104.874,-106.484,-106.126,-117.302,-109.613,0.010,0.992,0.233,2.594,1.282,0.641,26.667,105.000,0.000
-111.401,-136.435,-114.173,-104.874,-106.484,-106.126,-117.302,-109.613,0.010,0.992,0.233,2.594,1.282,0.641,26.667,106.000,0.000
-111.401,-136.435,-114.173,-104.874,-106.484,-106.126,-117.302,-109.613,0.010,0.992,0.233,2.594,1.282,0.641,26.667,107.000,0.000
-111.401,-136.435,-114.173,-104.874,-106.484,-106.126,-117.302,-109.613,0.010,0.992,0.233,2.594,1.282,0.641,26.667,108.000,0.000
-111.401,-136.435,-114.173,-104.874,-106.484,-106.126,-117.302,-109.613,0.010,0.992,0.233,2.594,1.282,0.641,26.667,109.000,0.000
-111.401,-136.435,-114.173,-104.874,-106.484,-106.126,-117.302,-109.613,0.010,0.992,0.233,2.594,1.282,0.641,26.667,110.000,0.000
-111.401,-136.435,-114.173,-104.874,-106.484,-106.126,-117.302,-109.613,0.010,0.992,0.233,2.594,1.282,0.641,26.667,111.000,0.000
-111.401,-136.435,-114.173,-104.874,-106.484,-106.126,-117.302,-109.613,0.010,0.992,0.233,2.594,1.282,0.641,26.667,112.000,0.000
-111.401,-136.435,-114.173,-104.874,-106.484,-106.126,-117.302,-109.613,0.010,0.992,0.233,2.594,1.282,0.641,26.667,113.000,0.000
-111.401,-136.435,-114.173,-104.874,-106.484,-106.126,-117.302,-109.613,0.010,0.992,0.233,2.594,1.282,0.641,26.667,114.000,0.000
-111.401,-136.435,-114.173,-104.874,-106.484,-106.126,-117.302,-109.613,0.010,0.992,0.233,2.594,1.282,0.641,26.667,115.000,0.000
-111.401,-136.435,-114.173,-104.874,-106.484,-106.126,-117.302,-109.613,0.010,0.992,0.233,2.594,1.282,0.641,26.667,116.000,0.000
-111.401,-136.435,-114.173,-104.874,-106.484,-106.126,-117.302,-109.613,0.010,0.992,0.233,2.594,1.282,0.641,26.667,117.000,0.000
-111.401,-136.435,-114.173,-104.874,-106.484,-106.126,-117.302,-109.613,0.010,0.992,0.233,2.594,1.282,0.641,26.667,118.000,0.000
-111.401,-136.435,-114.173,-104.874,-106.484,-106.126,-117.302,-109.613,0.010,0.992,0.233,2.594,1.282,0.641,26.667,119.000,0.000
-111.401,-136.435,-114.173,-104.874,-106.484,-106.126,-117.302,-109.613,0.010,0.992,0.233,2.594,1.282,0.641,26.667,120.000,0.000
-111.401,-136.435,-114.173,-104.874,-106.484,-106.126,-117.302,-109.613,0.010,0.992,0.233,2.594,1.282,0.641,26.667,121.000,0.000
-111.401,-136.435,-114.173,-104.874,-106.484,-106.126,-117.302,-109.613,0.010,0.992,0.233,2.594,1.282,0.641,26.667,122.000,0.000
-111.401,-136.435,-114.173,-104.874,-106.484,-106.126,-117.302,-109.613,0.010,0.992,0.233,2.594,1.282,0.641,26.667,123.000,0.000
-111.401,-136.435,-114.173,-104.874,-106.484,-106.126,-117.302,-109.613,0.010,0.992,0.233,2.594,1.282,0.641,26.667,124.000,0.000
-111.401,-136.435,-114.173,-104.874,-106.484,-106.126,-117.302,-109.613,0.010,0.992,0.233,2.594,1.282,0.641,26.667,125.000,0.000
-111.401,-136.435,-114.173,-104.874,-106.484,-106.126,-117.302,-109.613,0.010,0.992,0.233,2.594,1.282,0.641,26.667,126.000,0.000
-111.401,-136.435,-114.173,-104.874,-106.484,-106.126,-117.302,-109.613,0.010,0.992,0.233,2.594,1.282,0.641,26.667,127.000,0.000
-111.401,-136.435,-114.173,-104.874,-106.484,-106.126,-117.302,-109.613,0.010,0.992,0.233,2.594,1.282,0.641,26.667,128.000,0.000
-111.401,-136.435,-114.173,-104.874,-106.484,-106.126,-117.302,-109.613,0.010,0.992,0.233,2.594,1.282,0.641,26.667,129.000,0.000
-109.434,-134.021,-112.206,-104.070,-104.517,-104.338,-115.424,-107.646,0.026,0.984,0.213,3.815,-0.305,2.960,26.667,130.000,1.000
-109.255,-134.021,-111.938,-103.891,-104.517,-104.517,-115.335,-107.825,0.026,0.981,0.213,3.815,-0.610,2.594,26.667,131.000,1.000
-109.166,-133.842,-111.759,-103.712,-104.249,-104.517,-115.424,-107.914,0.025,0.978,0.215,3.815,-0.732,2.380,26.667,132.000,1.000
-109.345,-133.842,-111.938,-103.802,-104.427,-104.517,-115.424,-107.914,0.025,0.974,0.217,3.845,-1.038,2.075,26.667,133.000,1.000
-109.524,-134.021,-111.938,-103.802,-104.517,-104.517,-115.335,-107.914,0.024,0.975,0.215,4.181,-1.251,1.770,26.667,134.000,1.000
-109.255,-134.021,-112.027,-104.070,-104.338,-104.249,-115.424,-107.735,0.023,0.976,0.218,4.395,-1.526,1.373,26.667,135.000,1.000
-109.255,-133.753,-112.116,-103.802,-104.338,-104.070,-115.514,-107.825,0.025,0.978,0.222,4.639,-1.831,1.038,26.667,136.000,1.000
-109.255,-133.753,-111.938,-103.891,-104.427,-104.249,-115.424,-107.914,0.024,0.981,0.223,4.883,-2.136,0.580,26.667,137.000,1.000
-109.345,-133.842,-111.848,-103.891,-104.338,-104.606,-115.424,-107.914,0.026,0.984,0.224,5.005,-2.533,0.305,26.667,138.000,1.000
-109.166,-133.842,-111.848,-104.070,-104.249,-104.338,-115.424,-107.735,0.027,0.985,0.224,5.188,-2.808,0.061,26.667,139.000,1.000
-109.166,-133.842,-111.848,-104.070,-104.249,-104.338,-115.424,-107.735,0.027,0.985,0.224,5.188,-2.808,0.061,26.667,140.000,0.000
-109.166,-133.842,-111.848,-104.070,-104.249,-104.338,-115.424,-107.735,0.027,0.985,0.224,5.188,-2.808,0.061,26.667,141.000,0.000
-109.166,-133.842,-111.848,-104.070,-104.249,-104.338,-115.424,-107.735,0.027,0.985,0.224,5.188,-2.808,0.061,26.667,142.000,0.000
-109.166,-133.842,-111.848,-104.070,-104.249,-104.338,-115.424,-107.735,0.027,0.985,0.224,5.188,-2.808,0.061,26.667,143.000,0.000
-109.166,-133.842,-111.848,-104.070,-104.249,-104.338,-115.424,-107.735,0.027,0.985,0.224,5.188,-2.808,0.061,26.667,144.000,0.000
-109.166,-133.842,-111.848,-104.070,-104.249,-104.338,-115.424,-107.735,0.027,0.985,0.224,5.188,-2.808,0.061,26.667,145.000,0.000
-109.166,-133.842,-111.848,-104.070,-104.249,-104.338,-115.424,-107.735,0.027,0.985,0.224,5.188,-2.808,0.061,26.667,146.000,0.000
-109.166,-133.842,-111.848,-104.070,-104.249,-104.338,-115.424,-107.735,0.027,0.985,0.224,5.188,-2.808,0.061,26.667,147.000,0.000
-109.166,-133.842,-111.848,-104.070,-104.249,-104.338,-115.424,-107.735,0.027,0.985,0.224,5.188,-2.808,0.061,26.667,148.000,0.000
-109.166,-133.842,-111.848,-104.070,-104.249,-104.338,-115.424,-107.735,0.027,0.985,0.224,5.188,-2.808,0.061,26.667,149.000,0.000
-109.166,-133.842,-111.848,-104.070,-104.249,-104.338,-115.424,-107.735,0.027,0.985,0.224,5.188,-2.808,0.061,26.667,150.000,0.000
-109.166,-133.842,-111.848,-104.070,-104.249,-104.338,-115.424,-107.735,0.027,0.985,0.224,5.188,-2.808,0.061,26.667,151.000,0.000
-109.166,-133.842,-111.848,-104.070,-104.249,-104.338,-115.424,-107.735,0.027,0.985,0.224,5.188,-2.808,0.061,26.667,152.000,0.000
-109.166,-133.842,-111.848,-104.070,-104.249,-104.338,-115.424,-107.735,0.027,0.985,0.224,5.188,-2.808,0.061,26.667,153.000,0.000
-109.166,-133.842,-111.848,-104.070,-104.249,-104.338,-115.424,-107.735,0.027,0.985,0.224,5.188,-2.808,0.061,26.667,154.000,0.000
-109.166,-133.842,-111.848,-104.070,-104.249,-104.338,-115.424,-107.735,0.027,0.985,0.224,5.188,-2.808,0.061,26.667,155.000,0.000
-109.166,-133.842,-111.848,-104.070,-104.249,-104.338,-115.424,-107.735,0.027,0.985,0.224,5.188,-2.808,0.061,26.667,156.000,0.000
-109.166,-133.842,-111.848,-104.070,-104.249,-104.338,-115.424,-107.735,0.027,0.985,0.224,5.188,-2.808,0.061,26.667,157.000,0.000
-109.166,-133.842,-111.848,-104.070,-104.249,-104.338,-115.424,-107.735,0.027,0.985,0.224,5.188,-2.808,0.061,26.667,158.000,0.000
-109.166,-133.842,-111.848,-104.070,-104.249,-104.338,-115.424,-107.735,0.027,0.985,0.224,5.188,-2.808,0.061,26.667,159.000,0.000
-109.166,-133.842,-111.848,-104.070,-104.249,-104.338,-115.424,-107.735,0.027,0.985,0.224,5.188,-2.808,0.061,26.667,160.000,0.000
-109.166,-133.842,-111.848,-104.070,-104.249,-104.338,-115.424,-107.735,0.027,0.985,0.224,5.188,-2.808,0.061,26.667,161.000,0.000
-109.166,-133.842,-111.848,-104.070,-104.249,-104.338,-115.424,-107.735,0.027,0.985,0.224,5.188,-2.808,0.061,26.667,162.000,0.000
-109.166,-133.842,-111.848,-104.070,-104.249,-104.338,-115.424,-107.735,0.027,0.985,0.224,5.188,-2.808,0.061,26.667,163.000,0.000
-109.166,-133.842,-111.848,-104.070,-104.249,-104.338,-115.424,-107.735,0.027,0.985,0.224,5.188,-2.808,0.061,26.667,164.000,0.000
-109.166,-133.842,-111.848,-104.070,-104.249,-104.338,-115.424,-107.735,0.027,0.985,0.224,5.188,-2.808,0.061,26.667,165.000,0.000
-109.166,-133.842,-111.848,-104.070,-104.249,-104.338,-115.424,-107.735,0.027,0.985,0.224,5.188,-2.808,0.061,26.667,166.000,0.000
-109.166,-133.842,-111.848,-104.070,-104.249,-104.338,-115.424,-107.735,0.027,0.985,0.224,5.188,-2.808,0.061,26.667,167.000,0.000
-109.166,-133.842,-111.848,-104.070,-104.249,-104.338,-115.424,-107.735,0.027,0.985,0.224,5.188,-2.808,0.061,26.667,168.000,0.000
-109.166,-133.842,-111.848,-104.070,-104.249,-104.338,-115.424,-107.735,0.027,0.985,0.224,5.188,-2.808,0.061,26.667,169.000,0.000
-109.166,-133.842,-111.848,-104.070,-104.249,-104.338,-115.424,-107.735,0.027,0.985,0.224,5.188,-2.808,0.061,26.667,170.000,0.000
-109.166,-133.842,-111.848,-104.070,-104.249,-104.338,-115.424,-107.735,0.027,0.985,0.224,5.188,-2.808,0.061,26.667,171.000,0.000
-109.166,-133.842,-111.848,-104.070,-104.249,-104.338,-115.424,-107.735,0.027,0.985,0.224,5.188,-2.808,0.061,26.667,172.000,0.000
-109.166,-133.842,-111.848,-104.070,-104.249,-104.338,-115.424,-107.735,0.027,0.985,0.224,5.188,-2.808,0.061,26.667,173.000,0.000
-108.987,-133.663,-111.491,-102.729,-103.980,-103.891,-114.799,-107.467,0.037,1.000,0.183,5.676,-5.524,1.434,26.667,174.000,1.000
-108.808,-133.574,-111.401,-102.460,-103.802,-104.070,-114.977,-107.467,0.040,1.000,0.181,5.219,-5.432,1.526,26.667,175.000,1.000
-108.808,-133.485,-111.222,-102.282,-103.891,-104.159,-114.977,-107.378,0.039,0.999,0.181,4.639,-5.371,1.556,26.667,176.000,1.000
-108.987,-133.306,-111.401,-102.282,-103.980,-104.070,-115.067,-107.378,0.040,0.995,0.180,4.242,-5.096,1.617,26.667,177.000,1.000
-108.898,-133.306,-111.491,-102.103,-104.338,-103.891,-114.977,-107.288,0.041,0.990,0.179,3.937,-4.852,1.495,26.667,178.000,1.000
